OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,irwin_IsCpxChild,irwin_CpxName,irwin_CpxID,SHAPE_Length,SHAPE_Area
16547,Greenleaf brook fore,Wildfire Daily Fire Perimeter,Auto-generated,1,2022/05/14 21:55:21+00,2022/05/14 22:04:09+00,2022/05/15 01:44:59+00,0.638495006667996,{B3A9BFCF-A6BF-4DC2-9392-58C5BAFE42A3},2022 NIFS,,DEFAULT,,2022/05/14 20:55:00+00,2022/05/14 21:14:59+00,,,NHNEC,,,,,,,,,Undetermined,Undetermined (remarks required),,,S4320,2022/05/14 20:45:00+00,,2022/05/14 21:52:30+00,,,,,,,EACC,,,,,,Greenleaf brook fore,,WF,FI,,,,2022/05/14 20:45:00+00,{FE94A894-935E-440C-B8CE-C6A7B40D91E1},,0,,,,,,22002254,,,,Aroostook,NHNEC,23003,,,,Private,Private,,,,,,,EA22,SFS,MEMES,US-ME,,,,,,2022-MEMES-22002254,No Decision,INFORM_Mobile,INFORM_Mobile,0,,,,IRWIN,,2022/05/14 21:55:12+00,2022/05/14 21:55:12+00,{2CC76C89-1446-4D59-A88C-960A29F4026C},0,,,0.00421600761929645,-2.994368652966e-07
16548,MONTEZUMA,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2022/04/24 16:39:02+00,2022/05/15 00:35:42+00,2022/04/24 20:39:42+00,0.166929930918698,{ABA652FD-1EA7-4C07-9189-4EE2A23DC194},2022 NIFS,,FIREREPORTING,,2022/04/25 20:55:00+00,2022/04/28 18:25:00+00,1.2,0.1,AZTDC,,,,,,,,,Human,,,PK6F,,2022/04/24 15:39:00+00,,2022/05/14 23:45:00+00,,,,,PP,1522,SWCC,,,,,,MONTEZUMA,,WF,FI,31.3778,-110.2526,0.5,,{E30F359C-FE61-48D5-AAC1-437BFE245847},,0,1,0,0,0,,000266,,,,Cochise,AZTDC,04003,NPS,AZCOP,,NPS,Federal,,,,,,,SW06S,NPS,AZCOP,US-AZ,,,,,,2022-AZCOP-000266,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/05/14 23:56:53+00,2022/04/24 16:38:58+00,{EC08D32A-9C8B-49F7-83EB-1409607667F9},0,,,0.000999517593518641,-6.40401044842163e-08
16549,Bonner Rd,Wildfire Daily Fire Perimeter,Hand Sketch,5,2022/05/14 23:46:32+00,2022/05/16 13:49:41+00,2022/05/15 00:45:00+00,0.29530165489476,{71D73ECE-82E4-4146-81B1-C463461D3C1F},2022 NIFS,,DEFAULT,,,,5,5,MNMNCC,,,,,,,,,,,,PM0M,,2022/05/14 23:45:20+00,,,,,,,,,EACC,,,,,,Bonner Rd,,WF,FI,,,,,{557105EC-A431-444E-B215-21F2623C9725},,0,0,,,,,234008,,,,St. Louis,MNMNCC,27137,,,,Private,Private,,,,,,,EA03,DNR,MNMNS,US-MN,,,,,,2022-MNMNS-234008,No Decision,INFORM_Inspector,firecode,0,,,,IRWIN,,2022/05/14 23:46:21+00,2022/05/14 23:46:16+00,{E8CCEC0C-3FE4-4116-BB48-7DF802844DEE},0,,,0.00193427748853716,-1.42604270401406e-07
16550,Philbrick fire,Wildfire Daily Fire Perimeter,Auto-generated,1,2022/05/15 00:42:17+00,2022/05/15 12:18:41+00,2022/05/15 04:23:00+00,0.10629612866461,{E7B6BC39-B222-4049-BF18-188911DB8399},2022 NIFS,,DEFAULT,,2022/05/15 00:00:00+00,2022/05/15 00:04:59+00,,,NHNEC,,,,,,,,,Human,Arson,,,S4310,2022/05/14 23:23:00+00,,2022/05/15 00:11:00+00,,,,,,,EACC,,,,,,Philbrick fire,,WF,FI,,,,2022/05/14 23:24:00+00,{529049F3-9D1F-4E70-9236-DB27CD6FCF2F},,0,,,,,,22002260,,,,Aroostook,NHNEC,23003,,,,Private,Private,,,,,,,EA21,SFS,MEMES,US-ME,,,,,,2022-MEMES-22002260,No Decision,INFORM_Mobile,INFORM_Mobile,0,,,,IRWIN,,2022/05/15 00:42:03+00,2022/05/15 00:42:03+00,{835A5E96-6D94-4A54-B2AA-97464DB47FB8},0,,,0.000924816329221135,-5.08280446169726e-08
16551,Philbrick 2 fire,Wildfire Daily Fire Perimeter,Mixed Methods,0.27,2022/05/15 13:37:53+00,2022/05/24 22:17:19+00,,0.276871457745384,{A435A4AC-5BA0-451A-A7F3-9415C0488350},2022 NIFS,,DEFAULT,,2022/05/14 23:38:00+00,2022/05/14 23:48:00+00,,,NHNEC,,,,,,,,,Human,Arson,,,S4310,2022/05/14 23:23:00+00,,2022/05/15 00:00:00+00,,,,,,,EACC,,,,,,Philbrick 2 fire,,WF,FI,,,,2022/05/14 23:29:59+00,{ACD1F4E2-49C7-4FEC-B595-510B84FBD04C},,0,,,,,,22002267,,,,Aroostook,NHNEC,23003,,,,Private,Private,,,,,,,EA21,SFS,MEMES,US-ME,,,,,,2022-MEMES-22002267,No Decision,INFORM_Mobile,INFORM_Mobile,0,,,,IRWIN,,2022/05/15 12:31:39+00,2022/05/15 12:31:39+00,{581A2DC3-FB37-408B-9369-F2CF3F8FB6FD},0,,,0.00208590608230425,-1.32399048840489e-07
16552,MA05065,Wildfire Daily Fire Perimeter,Hand Sketch,1,2022/05/11 21:34:32+00,2022/05/15 14:21:40+00,2022/05/12 02:32:00+00,1.96390392307662,{B7360BBC-6958-4DFA-8A49-691F8A0A11DE},2022 NIFS,,DEFAULT,,,,,,NHNEC,,,,,,,,,Human,Other causes,,,,2022/05/11 21:32:00+00,,,,,,,,,EACC,,,,,,MA05065,,WF,FI,,,,,{83F5392D-6D51-4EC0-ADEF-CCF6D59593DE},,0,,,,,,MA05065,,,,Essex,NHNEC,25009,,,,Private,Private,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2022-MAMAS-MA05065,No Decision,INFORM_Mobile,INFORM_Mobile,0,,,,IRWIN,,2022/05/11 21:34:25+00,2022/05/11 21:34:25+00,{812AF8DF-F90D-41EB-AA78-208298EE1128},0,,,0.00477679831411182,-8.73675223411583e-07
16553,MA05071,Wildfire Daily Fire Perimeter,GPS-Walked,14,2022/05/15 14:44:32+00,2022/05/15 14:50:28+00,2022/05/14 18:43:00+00,13.3664549101578,{BEB50EC1-A41E-4A58-A54D-C236CD378C6B},2022 NIFS,,DEFAULT,,,,14,14,NHNEC,,,,,,,,,,,,,,2022/05/14 13:43:00+00,,,,,,,,,EACC,,,,,,MA05071,,WF,FI,,,,,{26D66998-95A5-4A16-AD70-E6B0C5703FDA},,0,0,,,,,MA05071,,,,Essex,NHNEC,25009,,,,City,Other,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2022-MAMAS-MA05071,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2022/05/15 14:44:18+00,2022/05/15 14:44:18+00,{6F5C0A4E-7CAC-463C-8C26-5A610A48BBB4},0,,,0.0146296376505391,-5.92283949998157e-06
16554,MA05069,Wildfire Daily Fire Perimeter,GPS-Walked,20,2022/05/13 21:03:32+00,2022/05/15 16:09:51+00,2022/05/14 02:03:03+00,20.8946089685533,{3293CBE0-00A7-489E-980F-9953B1641530},2022 NIFS,,DEFAULT,,,,20,20,NHNEC,,,,,,,,,,,,,,2022/05/13 21:03:04+00,,,,,,,,,EACC,,,,,,MA05069,,WF,FI,,,,,{AD2DF2F7-9455-4723-BB11-18582E3367ED},,0,0,,,,,MA05069,,,,Essex,NHNEC,25009,,,,City,Other,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2022-MAMAS-MA05069,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2022/05/13 21:03:30+00,2022/05/13 21:03:30+00,{D12A1A40-5EAE-4825-B9DF-46CBAE971424},0,,,0.0157631451287838,-9.26063245988241e-06
16555,142118,Wildfire Daily Fire Perimeter,Hand Sketch,3,2022/05/07 23:51:02+00,2022/05/15 18:00:24+00,2022/05/08 00:18:08+00,5.18409764563823,{12F15B0C-E4B9-4D78-AB3B-7F1C2E37C95F},2022 NIFS,,DEFAULT,,,,3,3,MNMNCC,,,,,,,,,,,,,,2022/05/07 19:18:08+00,,,,,,,,,EACC,,,,,,142118,,WF,FI,,,,,{E095F94E-C569-426E-B8C2-CECC5C238E23},,0,0,,,,,142118,,,,Cass,MNMNCC,27021,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,,,,,,2022-MNMNS-142118,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2022/05/07 23:50:50+00,2022/05/07 23:50:50+00,{ED405FA6-D9FE-4069-9F6F-87DDA0C77F68},0,,,0.00707237539179559,-2.45444500971495e-06
16556,MANZANITA,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2022/04/19 17:11:32+00,2022/05/15 18:10:37+00,2022/04/19 08:19:59+00,0.695075395917687,{BD2602E3-29F8-4F9C-940B-C5923FCEAC10},2022 NIFS,,FIREREPORTING,,2022/04/23 02:00:00+00,2022/04/23 02:00:00+00,30,0.1,AZTDC,,,,,,,,,Human,,,PK0H,,2022/04/19 03:20:00+00,,2022/04/23 02:00:00+00,,,,,,0305,SWCC,,,,,,MANZANITA,,WF,FI,31.37934,-111.1981,,,{9EEB08E1-2977-4923-9411-348D02E3D9C9},,0,1,0,0,0,,000243,,,,Santa Cruz,AZTDC,04023,USFS,AZCNF,,USFS,Federal,,,,,,,SW06S,USFS,AZCNF,US-AZ,,,,,,2022-AZCNF-000243,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/04/26 20:09:34+00,2022/04/19 17:11:25+00,{5D44893E-1FC7-4E0E-BC77-6FD9CDC005A4},0,,,0.00266999294993017,-2.66694694569471e-07
16557,Bolder Loop,Wildfire Daily Fire Perimeter,GPS-Walked,0.01,2022/05/15 19:08:32+00,2022/05/15 19:10:00+00,,1.81186301199174,{B37CB7F3-46E5-4203-96B3-BF78C7A7DF1C},2022 NIFS,,DEFAULT,,,,2,2,NHNEC,,,,,,,,,,,,,,2022/05/15 19:03:45+00,,,,,,,,,EACC,,,,,,Bolder Loop,,WF,FI,,,,,{51C35185-4EC6-420A-84BB-057111711955},,0,0,,,,,MA05073,,,,Essex,NHNEC,25009,,,,City,Other,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2022-MAMAS-MA05073,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2022/05/15 19:07:48+00,2022/05/15 19:07:48+00,{78984E3D-CC8B-40DF-B5F6-99DD7DEA7476},0,,,0.00573442514107519,-8.02873242258251e-07
16558,Let It Burn,Wildfire Daily Fire Perimeter,Hand Sketch,1,2022/05/06 22:59:17+00,2022/05/15 19:13:45+00,2022/05/07 00:30:59+00,1.23759255396585,{2F6314C8-C18C-47DB-9376-7DA8B148DA39},2022 NIFS,,DEFAULT,,2022/05/06 20:42:00+00,,,,NHNEC,,,,,,,,,Human,Debris and open burning,,,S4220,2022/05/06 19:31:00+00,,,,,,,,,EACC,,,,,,Let It Burn,,WF,FI,,,,2022/05/06 19:36:00+00,{0D606582-DAE3-44AC-8B1F-252010A0B927},1,0,0,,,,,22001973,,,,Somerset,NHNEC,23025,,,,Private,Private,,,,,,,EA22,SFS,MEMES,US-ME,,,,,,2022-MEMES-22001973,No Decision,INFORM_Mobile,INFORM_Mobile,0,,,,IRWIN,,2022/05/06 22:59:08+00,2022/05/06 22:59:08+00,{F8EA7254-D68D-47A6-9B80-4EB9FEDC5CB5},0,,,0.00535011373382771,-5.72155630003013e-07
16559,Stoney Brook Fire,Wildfire Daily Fire Perimeter,Hand Sketch,1,2022/05/05 22:58:17+00,2022/05/15 19:19:47+00,2022/05/05 23:47:00+00,3.76714137877648,{0A53FD7E-FB94-49AD-B8B9-2C23C34966A3},2022 NIFS,,DEFAULT,,2022/05/05 20:13:59+00,,,,NHNEC,,,,,,,,,Human,Recreation and ceremony,,,S4220,2022/05/05 18:46:59+00,,2022/05/05 20:39:00+00,,,,,,,EACC,,,,,,Stoney Brook Fire,,WF,FI,,,,2022/05/05 19:47:00+00,{9AEA4839-DEDF-4196-9BBD-8BB04FB20EC8},1,0,0,,,,,22001957,,,,Oxford,NHNEC,23017,,,,Private,Private,,,,,,,EA21,SFS,MEMES,US-ME,,,,,,2022-MEMES-22001957,No Decision,INFORM_Mobile,INFORM_Mobile,0,,,,IRWIN,,2022/05/05 22:58:04+00,2022/05/05 22:58:04+00,{4B0A1FA3-E2DE-4FC8-BCAF-58E1615C71ED},0,,,0.00692947849502651,-1.72482014145358e-06
16560,LINDELL RD / EL TORO RD,Wildfire Daily Fire Perimeter,Hand Sketch,0.01,2022/05/15 02:46:47+00,2022/05/15 20:15:27+00,2022/05/15 07:46:14+00,0.897007188517752,{15FB9D7D-C33D-4095-9861-3BD82F047675},2022 NIFS,,DEFAULT,,2022/05/15 03:15:57+00,,0.82,0.01,CARRCC,,,,,,,,,Undetermined,,,PM04,,2022/05/15 02:46:15+00,,,,,,,PN,1522,OSCC,,,,,,TORO,,WF,FI,33.730003,-117.330945,,,{372AA56F-5803-4095-9226-CB1A471ED42E},,0,1,1,1,0,,069516,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2022-CARRU-069516,No Decision,cfcad,cfcad,0,,,,IRWIN,,2022/05/15 08:13:15+00,2022/05/15 02:46:34+00,{B9C92876-A7CF-4679-B117-070B7FCC6582},0,,,0.00241905612084391,-3.53137701493596e-07
16561,Powerline Fire,Wildfire Daily Fire Perimeter,Hand Sketch,0.25,2022/05/15 20:33:47+00,2022/05/15 21:28:11+00,2022/05/16 00:49:38+00,0.346871884679217,{7209A216-C2F8-4EE4-97E9-6C93C35B794F},2022 NIFS,,DEFAULT,,,,0.25,0.25,MNMNCC,,,,,,,,,,,,PM1R,,2022/05/15 19:49:38+00,,,,,,,,,EACC,,,,,,Powerline Fire,,WF,FI,,,,,{01260008-00FF-4954-B27E-BE83756A5036},,0,0,,,,,245007,,,,St. Louis,MNMNCC,27137,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,,,,,,2022-MNMNS-245007,No Decision,INFORM_Inspector,firecode,0,,,,IRWIN,,2022/05/15 20:33:48+00,2022/05/15 20:33:45+00,{6DB34CEE-3882-4887-8CF3-9C5954D1632E},0,,,0.00280835683069956,-1.68749751050159e-07
16562,OAK,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2022/05/03 02:27:18+00,2022/05/15 22:32:13+00,2022/05/03 04:39:23+00,164.517383411345,{D4611AF3-AE6A-493D-8146-D7A2FFC471CE},2022 NIFS,,FIREREPORTING,,2022/05/04 00:04:59+00,2022/05/07 00:14:59+00,153,0.1,AZTDC,,,,,,,,,Human,,,PLW1,,2022/05/02 23:39:00+00,,2022/05/13 21:33:00+00,,,,,P3,0305,SWCC,,,,,,OAK,,WF,FI,31.84021,-110.6996,50,,{FEE462A1-D891-42FA-938B-9064B357C0A3},,0,0,0,0,0,,000289,,,,Pima,AZTDC,04019,USFS,AZCNF,,USFS,Federal,,,,,,,SW06S,USFS,AZCNF,US-AZ,,,,,,2022-AZCNF-000289,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/05/13 21:33:12+00,2022/05/03 02:27:15+00,{DF2935D1-D27E-4A12-86F0-311B467F95EC},0,,,0.0506744973744867,-6.34162914094794e-05
16563,42.5,Wildfire Daily Fire Perimeter,Mixed Methods,,2022/05/04 17:38:11+00,2022/05/24 21:43:46+00,,111.68347865986,{26D68DDB-930F-4C44-BD86-2860C9EFE7F8},2022 NIFS,,FIREREPORTING,,2022/05/05 20:00:00+00,2022/05/07 23:03:00+00,98,0.1,AZTDC,,,,,,,,,Human,,,PLX8,,2022/05/03 00:20:00+00,,2022/05/07 23:03:00+00,,,,,P3,0305,SWCC,,,,,,42.5,,WF,FI,31.80266,-110.7029,,,{A890D82D-93E8-4D46-99CE-6FBDBB8C3C94},,0,0,0,0,0,,000292,,,,Pima,AZTDC,04019,USFS,AZCNF,,USFS,Federal,,,,,,,SW06S,USFS,AZCNF,US-AZ,,,,,,2022-AZCNF-000292,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/05/07 23:04:03+00,2022/05/03 17:43:08+00,{ECA67F2B-470D-49B3-B0CD-1D6B98DDF8DA},0,,,0.0462734151244298,-4.30439187419286e-05
16565,Black,Wildfire Daily Fire Perimeter,IR Image Interpretation,258062.013236435,2022/05/30 08:57:00+00,2022/06/01 19:25:14+00,2022/05/26 09:59:59+00,258061.068332279,{B82F6FAD-3744-4498-98D8-5EC7DD754472},2022 NIFS,,ICS209,254839.1224,,,258062,150,NMSDC,21417296,,,,Active,Uphill Runs,Flanking,Group Torching,Human,,,PMX6,,2022/05/14 03:30:00+00,Type 2 Incident,,0,100,0,0,P3,0306,SWCC,2022/06/01 21:00:00+00,2022/06/01 00:00:00+00,2022/06/01 21:00:00+00,U,Type 2 Team,BLACK,"24 miles north of Mimbres, NM",WF,FI,33.203639,-108.059222,150,,{E1D21D55-9C7A-4C8D-9532-0888C740A195},,0,1,0,0,0,0,000185,25,100,,Catron,NMSDC,35003,USFS,NMGNF,,USFS,Federal,,,,,,,SW08,USFS,NMGNF,US-NM,,,Timber (Grass and Understory),Chaparral (6 feet),780,2022-NMGNF-000185,Approved Decision,wildcad,ics209,0,Type 2 Incident,2022/05/30 14:11:23+00,,IRWIN,,2022/06/02 00:00:25+00,2022/05/14 13:11:22+00,{2C6C5F75-7791-4B16-A315-B8ADF82F49E6},0,,,4.05637058742684,-0.101045650850701
16566,Bailey Road Fire,Wildfire Daily Fire Perimeter,Hand Sketch,1,2022/05/10 10:39:33+00,2022/05/16 14:25:05+00,2022/05/10 02:25:00+00,1.45200872056008,{F941D51C-8E73-4E63-8E9E-3BD8BD6E993D},2022 NIFS,,DEFAULT,,,,,,NHNEC,,,,,,,,,Human,Arson,,,,2022/05/09 21:25:00+00,,,,,,,,,EACC,,,,,,Bailey Road Fire,,WF,FI,,,,2022/05/09 21:25:00+00,{D8DA9AEE-10F1-4F31-A556-461FADA04EB9},,0,,,,,,1652265373,,,,Aroostook,NHNEC,23003,,,,Private,Private,,,,,,,EA21,SFS,MEMES,US-ME,,,,,,2022-MEMES-1652265373,No Decision,INFORM_Mobile,INFORM_Mobile,0,,,,IRWIN,,2022/05/10 10:39:02+00,2022/05/10 10:39:02+00,{51E908B4-9C5B-47BB-BAFF-FEB45E4ECAB3},0,,,0.00451055484288711,-6.92349293729518e-07
16567,Whitaker RX Fire,Wildfire Daily Fire Perimeter,Hand Sketch,1,2022/05/07 21:00:47+00,2022/05/16 15:00:12+00,2022/05/08 01:59:00+00,10.6833684644631,{169E7DA2-4B92-45E4-BFE9-E0E971405FF0},2022 NIFS,,DEFAULT,,,,,,NHNEC,,,,,,,,,Human,Debris and open burning,,,,2022/05/07 20:58:59+00,,,,,,,,,EACC,,,,,,Whitaker RX Fire,,RX,FI,,,,,{55C88B76-7381-4590-B2D7-73DCFC806342},,0,,,,,,1652043567,,,,Aroostook,NHNEC,23003,,,,Private,Private,,,,,,,EA21,SFS,MEMES,US-ME,,,,,,2022-MEMES-1652043567,No Decision,INFORM_Mobile,INFORM_Mobile,0,,,,IRWIN,,2022/05/07 21:00:25+00,2022/05/07 21:00:25+00,{FB7522B6-107E-49AA-8F46-3BBF28723341},0,,,0.010101688100229,-5.08722844779836e-06
16568,Bigelow,Wildfire Daily Fire Perimeter,Auto-generated,0.25,2022/05/16 15:51:34+00,2022/05/16 15:51:34+00,2022/05/10 03:24:00+00,0.0984362524320095,{D5758528-7586-4983-8922-1D90E27E4BED},2022 NIFS,,DEFAULT,,2022/05/12 15:08:00+00,2022/05/13 14:02:00+00,0.25,0.25,MIMIDC,,,,,,,,,Human,,,PMB2,,2022/05/09 22:24:00+00,,,,,,,,,EACC,,,,,,Bigelow,,WF,FI,43.50995,-85.75993,,,{B8B3619C-ED74-4E79-A56F-CD1F81E9A16C},,0,1,0,0,0,,220136,,,,Newaygo,MIMIDC,26123,USFS,MIHMF,,USFS,Federal,,,,,,,EA08,USFS,MIHMF,US-MI,,,,,,2022-MIHMF-220136,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/05/13 14:03:58+00,2022/05/09 22:53:51+00,{1578BFF8-6E3F-4BF7-9D7D-2FF5C26A6EF9},0,,,0.00181450449418461,-4.43405701880062e-08
16569,Walcott Hill Fire,Wildfire Daily Fire Perimeter,GPS-Walked,12.4,2022/05/14 21:27:15+00,2022/05/24 22:15:34+00,,12.4348040774079,{91E4FA19-9192-4551-9A9F-932424FD5D89},2022 NIFS,,DEFAULT,,,,12.4,12.4,NHNEC,,,,,,,,,,,,,,2022/05/14 15:45:49+00,,,,,,,,,EACC,,,,,,Wolcott Hill,,WF,FI,,,,,{F6EE152C-69F4-4D57-A391-AFEC408633D3},,0,0,,,,,MA04023,,,,Norfolk,NHNEC,25021,FFC,MAMAS,,State,Other,,,,,,,EA23,FFC,MAMAS,US-MA,,,,,,2022-MAMAS-MA04023,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2022/05/16 16:04:14+00,2022/05/16 16:04:14+00,{C3C0C026-DABB-45C1-9776-F6324DEFEC9E},0,,,0.0109903465489034,-5.48663507012892e-06
16570,Buck Lake,Wildfire Daily Fire Perimeter,Auto-generated,0.1,2022/05/15 21:12:47+00,2022/05/16 16:38:43+00,2022/05/16 00:25:47+00,0.0243778669172462,{3B65BB74-3F70-41F9-8253-2701D5D00965},2022 NIFS,,FIREREPORTING,,,2022/05/16 16:42:00+00,0.1,0.1,MNMNCC,,,,,,,,,Undetermined,,,PM94,,2022/05/15 19:25:00+00,,2022/05/16 16:42:00+00,,,,,,,EACC,,,,,,Buck Lake,,WF,FI,47.44974,-94.57459,0.1,,{C8ECC07F-88B5-45BC-AD3E-DE60121ABB56},,0,1,0,0,0,,000123,,,,Beltrami,MNMNCC,27007,BIA,MNMNA,,BIA,Federal,,,,,,,EA01,USFS,MNCPF,US-MN,,,,,,2022-MNCPF-000123,No Decision,wildcad,IROC,0,,,,IRWIN,,2022/05/21 15:36:46+00,2022/05/15 21:12:37+00,{BAA461E7-8C0A-4565-970F-5FF5C2873834},0,,,0.000478987263697915,-1.17660629038276e-08
16571,Hungerford,Wildfire Daily Fire Perimeter,Auto-generated,0.1,2022/05/16 17:20:59+00,2022/05/16 17:20:59+00,2022/05/15 00:31:08+00,0.0149360651849774,{29167E7D-DC59-4F66-AA83-5C32812EA3E7},2022 NIFS,,DEFAULT,,2022/05/14 19:42:00+00,2022/05/17 19:28:59+00,0.1,0.1,MIMIDC,,,,,,,,,Human,,,PMZ2,,2022/05/14 19:31:00+00,,,,,,,,,EACC,,,,,,Hungerford,,WF,FI,43.69547,-85.6148,,,{82566BF0-2E48-4886-B6CB-84BEA8889710},,0,1,0,0,0,,220161,,,,Newaygo,MIMIDC,26123,USFS,MIHMF,,USFS,Federal,,,,,,,EA08,USFS,MIHMF,US-MI,,,,,,2022-MIHMF-220161,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/05/17 19:29:23+00,2022/05/14 19:45:53+00,{319D98D5-5CEA-4843-B1DE-40D1224ACB8E},0,,,0.000632536629215992,-6.74840756702108e-09
16572,Piki,Wildfire Daily Fire Perimeter,Hand Sketch,0.02,2022/05/06 17:42:47+00,2022/05/16 17:44:52+00,2022/05/06 22:07:30+00,0.00976974897665068,{01CF000D-9284-4904-AB11-3DE9E9D12019},2022 NIFS,,DEFAULT,,2022/05/06 21:59:59+00,2022/05/07 23:29:59+00,0.02,0.02,AZHOAC,,,,,,,,,Human,,,PL4N,,2022/05/06 17:07:29+00,,2022/05/11 23:00:00+00,,,,,,,SWCC,,,,,,Piki,,WF,FI,,,,,{17032CF2-8CBA-4B10-87F3-DC7A2DD36302},,0,1,,,,,000017,,,,Navajo,AZFDC,04017,BIA,AZHOA,,BIA,Federal,,,,,,,SW04,BIA,AZHOA,US-AZ,,,,,,2022-AZHOA-000017,No Decision,INFORM_Inspector,wfdss,0,,,,IRWIN,,2022/05/13 18:32:43+00,2022/05/06 17:42:43+00,{4B97C2E1-81E2-4AC8-9CAC-8ECA9B11FC9D},0,,,0.000240518890945693,-3.94501576923364e-09
16573,142007,Wildfire Daily Fire Perimeter,Hand Sketch,3,2022/05/04 21:44:17+00,2022/05/16 18:25:12+00,2022/05/05 01:15:32+00,3.70829434221091,{1EE7C562-9B40-4CC1-B47D-DDFAD3DD7D5F},2022 NIFS,,DEFAULT,,,,3,3,MNMNCC,,,,,,,,,,,,,,2022/05/04 20:15:32+00,,,,,,,,,EACC,,,,,,142007,,WF,FI,,,,,{37D637CB-58CA-452B-B3B9-4662B4F38B7E},,0,0,,,,,142007,,,,Cass,MNMNCC,27021,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,,,,,,2022-MNMNS-142007,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2022/05/04 21:44:11+00,2022/05/04 21:44:11+00,{F7222329-5B80-42C3-BEED-004DFC02A7C4},0,,,0.0115629272192941,-1.76537846771462e-06
